Industry_Sector,Production_Volume_tons,Energy_Source,Fuel_Consumption_GJ,Emission_Factor_kgCO2_per_GJ,Location_Region,Year,Process_Type,Efficiency_GJ_per_ton,Total_CO2_Emissions_MtCO2,Emission_Intensity_kgCO2_per_ton
Cement,43780.59649142205,Electricity,251589.1453792699,78.08851060200519,India-Central,2018.0,Chemical Reaction,5.621967117585769,0.01964622164629854,448.74266731719456
Power,35072.39060151144,,,,India-West,2020.0,Mixed Process,4.355077845191458,0.02010082910937205,573.1240090746995
,58245.2477943539,Oil,196506.8338672006,65.32996525631803,India-Central,2022.0,Combustion,5.440609623259384,0.012837784629173276,
Power,77021.45148899732,Coal,210343.29226823346,73.25610413810129,India-East,2020.0,Combustion,8.151902817249288,,200.0602406896212
Power,30476.180257950033,Coal,226516.15327885238,69.54478091883162,India-Central,2020.0,Chemical Reaction,6.483199386071024,,516.8960191540058
Power,22204.722756536463,Natural Gas,222369.1955506506,68.23784565133232,India-Central,2018.0,Mixed Process,4.481314157344882,0.015173994843596229,683.3679037550434
Oil & Gas,48126.69671974899,,109671.37143661141,75.61707808143447,,2022.0,Combustion,3.8282147559694897,0.008293028657220248,172.31659811418493
Fertilizer,50235.46693936638,Oil,273001.8209102469,112.42347119390466,India-North,2024.0,Chemical Reaction,5.49993537006349,0.03069181234898666,610.9590339039014
Power,53279.889601359464,Oil,277016.6439791175,85.03320840452973,India-North,2022.0,,5.498103192474318,0.023555614018999714,442.1107888031112
Steel,,Oil,308607.7043681177,69.73315887939658,India-South,2023.0,Chemical Reaction,5.145464989493103,0.0215201900801078,496.94249006436587
,,Biomass,295556.33333266503,70.62063240162101,India-North,2020.0,Chemical Reaction,,0.020872375170257102,444.18371621655103
Power,55512.656158109035,,,83.43827830245694,India-South,2016.0,Chemical Reaction,3.3667031834906327,0.023809341838610266,428.8993445169945
,65606.46338967259,Natural Gas,182810.8315132616,72.20761943601944,,2018.0,Combustion,4.843653394846406,0.013200334950691863,201.20479398939509
Oil & Gas,,Natural Gas,218082.1686492218,72.26062274992009,India-East,2018.0,Combustion,4.455619375418787,0.01575875331724587,762.2399486103698
,,Oil,270019.9274981821,58.362269033943434,India-North,2022.0,Mixed Process,5.318577344107321,0.015758975653174804,354.40579570001483
Fertilizer,53207.13190911595,Biomass,91954.86587538847,74.29408208893244,India-Central,,,3.946965444117021,,128.39824490995372
Steel,36230.35843083896,Electricity,186879.27008163885,40.0,India-West,2018.0,Mixed Process,4.941924562443223,0.007475170803265554,
Power,75967.5444765095,Biomass,97677.74317443532,48.47386810798952,India-Central,2022.0,Chemical Reaction,2.354411975157775,0.0047348180397236515,62.3268538209464
Chemicals,40468.851796568946,Natural Gas,216816.89804228678,69.74537390464964,India-North,2017.0,Chemical Reaction,4.476318584857715,0.01512197562280559,373.6695001583334
Chemicals,49380.60969489076,Biomass,275948.4763905428,84.90411652010329,India-Central,2016.0,Chemical Reaction,6.55432612450791,0.023429161593007616,474.46075975509376
Oil & Gas,58340.33145263436,,201127.89887356872,99.17039689980899,India-North,2018.0,Mixed Process,3.8766320575845405,0.019945933558916457,341.8892738912576
Chemicals,41130.72816797158,Oil,165846.60742194197,81.0205125888336,,2015.0,Chemical Reaction,4.377913931360911,0.013436977144444794,
Steel,22301.404282933745,Oil,216989.9008040107,83.01349271323423,,2015.0,,5.78329440497706,0.018013089549239157,807.7109997518749
Steel,43570.182096252,Oil,224747.6699109586,76.69272614152496,India-South,,Combustion,5.0651718703726,0.017236511499426996,395.6033844740281
Cement,65441.60833890561,Electricity,228976.809766712,,India-East,2015.0,Chemical Reaction,2.4462193864893647,0.020052918103508132,306.42459151766445
Steel,44946.57309822292,Electricity,127103.62981381467,78.2007533154146,India-East,2018.0,Mixed Process,4.331492998836924,0.009939599600563898,221.1425458141743
Fertilizer,37303.48547811532,Natural Gas,214609.1236325547,80.58919021614169,,2022.0,Combustion,4.95997415993035,0.017295175486543416,463.6343029310198
Chemicals,63885.083142540825,Coal,211050.08639862476,51.545460072677955,India-East,2022.0,Chemical Reaction,6.140279765809062,0.010878673801795547,170.28503786279774
Steel,45038.37655965421,Electricity,256897.70006303798,78.94442099701291,India-West,2016.0,Combustion,5.915020296040611,0.02028064018694082,450.2968742685189
Oil & Gas,42347.58779524674,Natural Gas,195463.48798250797,75.34899595385485,India-North,2017.0,Chemical Reaction,4.422889289700402,0.014727977565120351,347.78787486860057
Cement,52241.841344949644,Biomass,318453.4462906979,68.75788862985056,India-West,2017.0,Mixed Process,5.262417528920578,0.0218961865938479,419.1312180072049
Chemicals,61561.253144281814,Oil,204940.11495986307,69.86219893299057,India-East,2015.0,Chemical Reaction,4.406121260737205,0.014317567080675908,232.5743279968597
Cement,85725.70297598818,Oil,171315.2057978051,54.99223622329174,India-East,2017.0,Chemical Reaction,3.8960929682486456,0.009421006265874738,109.89710132226699
Chemicals,62408.541614861344,,139813.08863762804,83.0863011882027,India-Central,2022.0,Mixed Process,5.8150643683247365,,186.137219233346
Oil & Gas,67397.59949582517,Natural Gas,169168.5919484853,78.52485300266036,India-East,2020.0,Mixed Process,5.734556840025209,0.013283938815421842,
Cement,42410.50701518217,Oil,152060.85444731466,76.03812373633549,India-North,2019.0,Mixed Process,4.822902131096923,0.011562422065917814,272.63107375204646
Power,34611.97841045786,Electricity,190638.74227402042,78.4500158148169,India-East,2024.0,Chemical Reaction,3.7161238358479887,0.014955612346313703,432.09354198010624
Fertilizer,50934.970244286844,Biomass,301203.58920919674,56.3067808921831,India-East,2023.0,Combustion,4.467870357171982,0.016959804501541366,332.9697537900039
Fertilizer,,Oil,112441.46562947976,101.44984303122087,India-West,2021.0,Mixed Process,4.546653491266603,0.011407169038311137,221.0368312247412
Chemicals,33822.30887953104,Natural Gas,116654.97462921661,89.14634602404902,India-North,2020.0,Combustion,5.606814668429374,0.010399364733722804,307.47057425214416
Power,47370.58205143981,Biomass,185921.86945628212,,,2019.0,Mixed Process,4.133456292094746,0.015674928768271684,330.9000668653437
Cement,55989.764025786964,Oil,,,India-Central,2019.0,Mixed Process,4.534038086220074,0.011499446890727353,205.3848072199608
Power,55405.9009252712,Coal,141083.8096273502,78.16675856581313,,2024.0,Chemical Reaction,4.7244186525867775,0.011028064084686224,199.0413277380029
Power,57564.31780076409,Oil,220349.59313663025,70.76270643639718,India-West,2023.0,Mixed Process,4.176447978408493,0.015592533572506924,
Cement,54364.470952061645,Electricity,196843.77246725973,79.1073439539976,India-East,2024.0,Combustion,4.807409084776348,0.015571788013769959,286.43317484871864
Oil & Gas,42394.87011094917,Biomass,226310.57693356992,97.90401063383699,India-Central,2020.0,Chemical Reaction,4.633792130986857,0.022156713130654013,522.6272205261854
Power,42291.49060026735,,235463.48121569774,61.58273640683137,India-North,2018.0,Mixed Process,3.5209229073462742,0.014500485497141205,342.87005001071157
Power,32015.72903009186,Coal,280555.6356305507,97.72488361147788,India-Central,2018.0,Combustion,3.832920625550253,0.02741726683853976,856.368655943147
Oil & Gas,76771.62558777642,Coal,222742.00232672872,54.7167297387124,India-West,2018.0,Chemical Reaction,2.8098116393223824,0.012187713942771263,158.75284454979408
Power,50201.7554692894,Electricity,272298.8589523876,82.99621110563098,India-East,2020.0,Combustion,,0.022599773581434793,450.1789503209716
Power,46627.20416307722,Biomass,206424.47019792735,,,2015.0,Chemical Reaction,6.2119072486489575,0.018609822037547855,399.11940618314947
Power,,Coal,223425.8037168043,84.66651754043276,India-North,2023.0,,5.293936776727719,0.0189166847293741,524.471066697293
Fertilizer,94034.86853491666,Coal,222651.23478822198,,,2016.0,Chemical Reaction,3.536449717416055,0.020197429742916672,214.7866005195407
Steel,33900.079516656566,Oil,217073.48006134064,73.08736772830207,India-East,2016.0,Mixed Process,4.270003522477763,0.01586532926130545,468.0027152594179
Oil & Gas,43567.2811159089,Natural Gas,212340.52873648654,55.90303222765937,India-East,2019.0,Chemical Reaction,3.4563725136339882,0.011870479421194038,272.4631677063604
Power,,Coal,309259.0261345197,90.75382031575361,India-West,2018.0,Mixed Process,5.371367862172339,0.028066438088837155,499.06933746330657
Fertilizer,59003.19448616417,Biomass,241885.7727497605,102.72922796880273,India-West,2017.0,Mixed Process,4.802139956977957,0.02484873869122016,421.1422603067197
Oil & Gas,64368.98082823526,Biomass,173156.75460655912,72.53035076182877,India-West,2019.0,Mixed Process,5.318839833497191,,195.11137176316177
,77114.12761653894,Oil,340605.4981417906,85.22908820467339,India-East,2021.0,Mixed Process,4.121268314229841,0.02902949604412339,376.4484789152608
Chemicals,57592.36483191069,Biomass,177376.8156619893,62.60414327499894,India-West,2024.0,Chemical Reaction,5.700985139755053,0.011104523581366254,192.81242598347822
Power,34159.53800049999,Oil,199686.2816734854,61.472684023087794,India-Central,2016.0,Mixed Process,,0.012275251697059475,359.350635739857
Fertilizer,46145.82312317328,Coal,150162.15540827875,76.61024257771648,India-Central,,Combustion,3.7884440053140827,0.011503959151820994,249.2957839567498
Fertilizer,54617.485587708274,,243026.75189768407,64.08512166780085,,2018.0,,4.0223427300258345,0.015574398963893534,285.15408199967686
Oil & Gas,81023.39062258735,Coal,301414.1321707587,76.4433029767231,India-East,2016.0,Chemical Reaction,5.462477711058586,0.023041091826995368,
Oil & Gas,29032.917823635544,Coal,110530.07508506253,120.0,India-West,2015.0,Mixed Process,3.8479836810843193,0.013263609010207504,456.8472618143007
Fertilizer,68038.64757837841,Natural Gas,183357.74483316252,64.41176940627628,India-North,2022.0,Combustion,3.340603829874955,0.01181039677904851,173.5836498725713
Oil & Gas,52698.71554319625,Natural Gas,,80.12332971646829,India-West,2019.0,Combustion,4.511151189335075,0.021392674254181145,405.94299184855714
Fertilizer,62567.45802844221,Coal,136440.96115408922,48.623610860282916,India-East,2024.0,Mixed Process,7.424494905216918,0.006634252200559412,106.03359013792094
Steel,48470.07925046102,Biomass,234462.93532892066,82.84949354765304,India-Central,2016.0,Mixed Process,3.328486601628157,0.019425135447697205,400.7654979749686
Fertilizer,37363.5105481051,Oil,121913.55945539832,64.41885799768896,India-East,,Chemical Reaction,5.986533231753319,0.007853532274550115,210.19256914948556
Chemicals,61263.09169101998,Electricity,,79.38958329344484,India-West,2017.0,Combustion,4.490766998070601,0.017821044115169198,290.89364612954114
Oil & Gas,59816.46540658432,Oil,204669.05324499696,78.9883806444494,India-East,2021.0,Chemical Reaction,4.5068277327208675,0.016166477083854904,270.2680102203995
Fertilizer,64580.85448609583,Electricity,399054.97944791813,77.08666980780146,India-North,2016.0,Combustion,3.7767531343972722,0.03076181943586066,
Fertilizer,49800.43046932047,Electricity,244668.09038022548,60.788340046406674,India-East,2021.0,Mixed Process,5.2503161956748245,0.014872967076538108,298.6513758289819
Oil & Gas,41002.66965020226,Coal,69654.58165383062,70.74239413978215,India-South,,Combustion,5.746126834141531,0.0049275318689969245,120.17587905944114
Steel,26618.195074642375,Electricity,195515.2278950747,78.53576717868772,India-East,2024.0,Combustion,6.306023432126576,0.015354938417855658,576.858737972186
Steel,62290.5990220911,Coal,249457.76466113504,71.36043651821475,India-West,2015.0,Combustion,4.842823315427425,0.017801414979076682,285.7801218569673
Oil & Gas,56358.34223665979,Natural Gas,175210.54356569744,96.04961377406983,India-South,2019.0,Mixed Process,3.6696443926613163,0.016828905038630076,298.6053948847925
Cement,35513.26050704061,Biomass,172605.76520535568,75.61524455115217,India-Central,2018.0,Mixed Process,6.644895121227158,0.013051627146941724,367.5141893646796
Oil & Gas,,Electricity,175535.32326192438,60.106944501376745,India-West,2022.0,Combustion,,0.010550891933335716,251.68274954508087
Oil & Gas,42998.617820728396,Biomass,,81.47148629572348,India-North,2015.0,Combustion,3.5733895377758156,0.01896897040372628,441.1530268905966
,27755.23352026373,Coal,124683.80142381757,40.0,India-East,2016.0,Mixed Process,4.847061447154474,,179.69050965871006
Steel,,Electricity,,104.42323084866013,India-East,2019.0,Mixed Process,3.3434138037000354,0.017366466753489018,460.2246016446002
Oil & Gas,32992.54464790469,Oil,261978.80886684172,49.18824363533807,India-West,2024.0,Mixed Process,3.900601515000243,0.012886277477837875,390.581496982418
Oil & Gas,43812.81482168095,Natural Gas,170776.4288161458,88.44691380255364,India-East,2024.0,Combustion,5.251870062281275,0.015104648079009585,344.7541122497108
Oil & Gas,38919.537525056556,Natural Gas,167185.64251442283,86.11181989907895,,2016.0,Chemical Reaction,7.94729549502744,0.014396659937913775,369.9082993636589
Steel,25594.926186998768,Electricity,117418.6025298758,,India-Central,2015.0,Chemical Reaction,5.178547694874897,0.006815199397023605,266.27150034468406
Oil & Gas,80338.85345854222,Natural Gas,238754.83532246228,83.39188003150588,India-East,2020.0,,5.921826338222096,0.019910214584152718,247.82796526250047
Oil & Gas,68788.11096543846,,,64.65777409764831,India-East,2024.0,Chemical Reaction,3.8914965153561587,0.01458203272476023,211.9847822552759
Power,38314.708677200215,Biomass,258341.86523403827,,India-Central,2018.0,,4.820476597000331,0.01873458302895353,488.9658221544001
Cement,54086.32094980415,Oil,193224.00061028526,82.05597413267563,India-East,2019.0,,2.1985086332212744,0.015855183595889666,293.1459067183433
Chemicals,56261.976347319425,Natural Gas,218946.92622077558,74.27501520092743,India-Central,2017.0,Chemical Reaction,2.901016211367602,,289.045769968215
Cement,67866.28782160215,Biomass,218442.16981502093,59.999211372062824,,2024.0,Chemical Reaction,4.687764814910969,0.013106357919303483,193.12030081497502
Power,37720.92460009882,Oil,114500.71329310244,81.15561500321687,India-East,2020.0,Mixed Process,4.924468051429054,0.009292375805608736,246.3453879808766
Chemicals,66381.6017597364,,341206.71315308486,71.87831585286928,India-West,2018.0,Combustion,5.513785146986022,0.0245253638991368,369.46026080998547
Oil & Gas,41781.420436895976,Coal,258683.50822272748,73.34087338849295,India-South,2020.0,Mixed Process,4.2724521972022975,,454.07921094756597
Power,29962.0639374708,Biomass,204739.9923651392,74.22745019330002,India-North,2019.0,Chemical Reaction,6.310707506220721,0.015197327585859996,
Oil & Gas,60862.048389717456,,186547.06696368894,54.82037396869677,India-East,2016.0,Mixed Process,5.160408714444506,0.010226579973712947,168.02884957517648
Steel,69361.37636183642,Biomass,279437.2579331968,58.13586379593121,India-West,2018.0,Combustion,2.324159241472301,0.016245326366712824,234.2128605113901
Fertilizer,,Coal,205755.4229479575,66.16206054920212,India-South,2016.0,,2.3264312373158065,0.013613202751409457,153.26966927901566
Power,32004.121023646796,Oil,254817.34351052422,81.15495129818392,India-Central,2019.0,,4.654282887449823,0.020679689102529195,646.157071061244
Steel,,Biomass,165318.65552346298,61.06295901925765,India-East,2017.0,Combustion,4.215368633793035,0.01009484628734799,166.9016674837909
Power,43852.981343097,Coal,147473.04209310768,92.83890384266863,India-Central,2020.0,Chemical Reaction,4.765861512788982,,312.20763457677697
Power,61750.38065786047,Biomass,190295.82513664226,78.02498765356982,India-North,2019.0,Chemical Reaction,4.096699183044927,0.014847829406812394,240.44919640381764
Steel,27942.656731531242,Biomass,200634.6518493349,80.46567511940012,India-South,2016.0,Chemical Reaction,3.779549268306474,0.016144202713402535,577.7619096320567
Chemicals,31058.453364521538,Biomass,225411.2983848077,70.02497368143892,India-South,2024.0,Chemical Reaction,3.6183980768034463,,508.2165570718946
Cement,38361.87765250274,Coal,288013.9441570878,51.05922656406206,India-Central,2022.0,Chemical Reaction,4.431444010949403,0.014705769228325864,383.34331185602053
Oil & Gas,51184.460685021266,Oil,266721.9111253962,82.97878011141079,India-Central,2020.0,Mixed Process,5.5076149210785745,0.0221322588141695,
Power,40383.78100192467,,279080.4058077256,64.16695078317862,India-North,2023.0,Combustion,3.2085496923778507,0.017907738664013847,443.43888114786415
Oil & Gas,59885.8151587013,Coal,156043.43400331226,52.621613720071295,India-West,2017.0,Chemical Reaction,4.333598307593906,0.008211257307675735,137.11522980718172
,65403.41927386871,Biomass,182304.22938987173,,India-East,2018.0,Combustion,6.209611134941088,0.011390107887178341,174.1515659828682
Steel,58993.663118680335,,258079.73430010543,73.80414305661029,India-West,2022.0,Combustion,2.410535942466494,0.019047353630296953,322.87118011265875
Oil & Gas,74281.81459491301,,272896.8481599823,40.0,India-South,2021.0,Chemical Reaction,5.271027437190655,0.010915873926399292,146.95217107885296
Steel,56237.399441830144,,,69.95819102996563,India-East,2022.0,Chemical Reaction,4.249867006004898,0.017105555753423866,304.16690535481126
Oil & Gas,31746.549344897492,Coal,166237.07878569965,90.12485854576074,,2023.0,Combustion,3.563730557307326,0.014982093210621664,471.92824164462087
Cement,70450.6477030751,Biomass,137502.92599235012,75.47960979907973,,2022.0,Combustion,3.834809055495183,0.010378667200134323,
,40922.65646591004,Electricity,213978.65869141763,92.99061877620612,India-West,2022.0,Combustion,,0.01989800787661754,
Cement,63656.277495283546,Natural Gas,146496.51198333444,,India-East,2020.0,Mixed Process,4.343719691817882,0.010101328879241495,158.68551031734344
Cement,73606.01324832659,Natural Gas,227638.4661169392,92.29726314672016,India-North,2016.0,Mixed Process,3.2090921294978525,0.02101040740951088,285.44417069061325
Cement,56850.32016095599,Natural Gas,275041.11440471106,54.87538535186487,India-North,2021.0,Combustion,3.460166519103684,0.015092987140564873,265.48640531545374
Cement,27557.617802530254,Oil,211345.3354226596,83.99813130900043,India-West,2018.0,Mixed Process,3.901158003150301,0.017752613236377304,644.1998493333961
Steel,36226.81750235313,Biomass,121650.24642970068,73.37592421961483,India-West,2017.0,Combustion,5.54141622890051,0.008926199263323185,246.39755514663634
Power,69841.16700327703,Coal,169442.24963596519,95.32302566407846,India-Central,2018.0,Combustion,,0.0161517479106283,231.2640037912087
Oil & Gas,47463.15971535775,Coal,251880.99616979068,,India-East,2018.0,Chemical Reaction,4.470269995069123,0.0173329623381552,365.1877043606672
Cement,51193.603024132484,Biomass,228435.28547100723,59.211199894793204,India-North,2017.0,Combustion,3.6703133895207363,0.01352592735104796,264.21127937941554
Steel,61382.36624245414,Oil,233233.54401517392,82.6002427177211,India-South,2023.0,Chemical Reaction,4.021806775388635,0.019265147345567654,313.8547521852167
Steel,60444.842931204854,Biomass,306137.77151754464,99.70779284309481,,2017.0,Chemical Reaction,4.305737190331785,,504.994636823843
Steel,54181.99718578191,Oil,220944.15190556404,78.54269957786913,India-Central,2016.0,Combustion,3.3835442084397966,0.017353550146605796,
Power,46869.974431693016,Electricity,219051.42573495535,74.36848981194757,India-East,2015.0,Mixed Process,3.562621999943114,0.016290523723062614,347.56843630892024
Oil & Gas,,Electricity,251400.5238880752,56.775618991345205,,,Combustion,3.874241660529976,0.014273420358493936,315.01718748704457
Power,62868.48237937014,Oil,129610.28575959045,89.20357042632295,India-East,2019.0,Combustion,6.30198367600104,0.011561700253731471,183.90296403155045
Chemicals,58303.5429660169,Biomass,173293.3855650354,74.22589826377043,India-East,2019.0,Mixed Process,4.572862904283213,0.01286285720673466,220.61879179850135
Steel,46140.49999073316,Electricity,155690.83164914034,85.51215028639399,India-East,2023.0,Chemical Reaction,3.4254563353584864,0.013313457794194954,288.54168890386586
Chemicals,66231.6846948971,Biomass,239294.84267901463,77.95840096281297,India-South,2018.0,Mixed Process,5.5125556927761785,0.018655043293903873,281.6634271020011
Fertilizer,48064.48827305324,Electricity,144853.86022941783,105.60013038159113,,2019.0,Combustion,5.576415724916805,0.0152965865265033,318.251313518699
Cement,37225.0673849841,,233806.87452740467,66.6387652356442,India-East,2020.0,Combustion,3.4005450791942966,0.01558060142211144,418.55132889286233
Cement,38615.43951644983,Biomass,186993.81913665376,67.18753861038597,India-East,2024.0,Mixed Process,6.45002591495228,0.012563654443147457,325.35313854955484
Power,35318.88745535351,Natural Gas,178630.6453728066,90.20131082007572,India-South,2021.0,Mixed Process,4.959870143885177,0.01611271836526325,
Oil & Gas,45913.84975094469,Oil,254709.632223711,90.56928347439266,India-North,2023.0,Mixed Process,5.003759166688093,0.023068868884527582,502.4381316239537
Chemicals,68505.8641750429,,120070.10106828768,,India-East,2020.0,Chemical Reaction,4.933244224224801,,159.57287322619948
Oil & Gas,37923.572284542366,Oil,170678.96921910724,74.80992080977904,,2015.0,Mixed Process,4.905184897956468,0.012768480171176128,336.68980536363017
Power,52827.13641527155,Biomass,375771.21347888425,78.11485826214567,India-North,2022.0,Combustion,4.361595350727845,0.029353315079897527,555.648423741021
Cement,40149.659815588806,Biomass,311025.1108492715,54.78968493598765,India-East,2016.0,Mixed Process,5.279550967875667,0.01704096783061222,424.4361697927953
,46095.36438092844,Oil,91135.10281704305,72.58696864002304,India-East,2023.0,Combustion,4.1036551792935,,143.51162940200058
Oil & Gas,27349.381820221217,Biomass,169546.5963427784,79.1519465901754,,,Chemical Reaction,6.388123407147383,0.013419943138269622,490.68542852209424
Cement,46691.92656265194,Electricity,203768.920421338,79.16004775304953,India-Central,2021.0,Chemical Reaction,2.1083786133310958,0.016130357471140465,345.4635235386251
Chemicals,,Biomass,115327.58505297269,63.63390126383164,India-West,2024.0,Mixed Process,3.4080387165651023,0.007338744160257009,155.83044167190988
Cement,58104.31916053543,Oil,321081.8616094539,58.50983380820506,India-Central,2024.0,Combustion,4.9264140115291655,0.018786446361598246,323.32271736449565
Oil & Gas,53349.21369883056,Oil,201774.87336166063,90.66287628655968,,2019.0,Chemical Reaction,4.404594415459594,0.018293490381324485,342.90084357373553
Chemicals,32024.11812571932,Oil,188844.7012328582,88.31027300656756,,2022.0,Mixed Process,3.8966894714649185,0.016676927121717394,520.761479090466
Chemicals,66262.97366065314,Natural Gas,222863.91438214108,71.5159489689186,India-Central,2024.0,Chemical Reaction,4.709982559297146,0.015938324327966644,240.53137744149865
Cement,53154.54560332993,Natural Gas,221907.81873943764,90.48702424700159,India-South,2015.0,Mixed Process,3.0425374190529215,0.020079778174874725,377.7622016510439
,52975.9027576623,Natural Gas,148738.7295762463,89.09217479520876,India-North,2017.0,Combustion,3.2564755439981123,0.01325145689422422,250.1412190150467
Power,49862.26469922291,Natural Gas,278917.0847053273,49.824154588708566,India-North,2023.0,Mixed Process,4.347454334970407,0.01389680794579015,278.70390624288524
Oil & Gas,42233.638291666706,Natural Gas,209722.15635059608,73.44130598965151,India-North,2015.0,,4.960677678700501,,364.6919773045636
Steel,53267.03509623089,Natural Gas,278524.7935379685,95.07978937676613,India-Central,2022.0,,3.6401216946740966,0.026482078705797316,497.1569875806952
Fertilizer,57133.82653892873,Natural Gas,165461.69790786458,,India-North,2020.0,Combustion,2.3419737549977575,0.008462740640427253,148.12136965237355
Power,23796.564629816676,Oil,92244.2181017573,53.239358177760366,India-South,2024.0,Combustion,4.775661691563537,0.004911022967346903,206.37529171725393
Chemicals,41918.587439808565,Coal,286237.45459171175,84.39923698847818,India-East,2019.0,Chemical Reaction,5.082759351726494,0.02415822276506464,576.3129017587661
Power,,Natural Gas,244423.78799891734,94.38516767046437,India-Central,2020.0,Combustion,3.190366373506285,0.02306998021292785,499.61197183777847
Chemicals,,Oil,270092.9681022379,70.80134222400679,India-East,2019.0,Combustion,4.028910601312364,0.019122944666904295,355.16411165688186
Chemicals,67899.66508890688,Coal,273783.92663087277,67.95902761206294,India-East,,Mixed Process,5.591868883419949,0.018606089429646495,274.0232872324766
Power,38423.887781048266,Natural Gas,201157.088664133,49.513330109252635,India-Central,2016.0,Combustion,3.109401495309946,0.009959957334843419,259.21263854398273
Chemicals,42530.57229773237,Coal,177984.08885351167,70.52560802309445,India-Central,2024.0,Mixed Process,,0.012552436084830377,295.1391294939063
,42311.988340301745,Coal,194499.31890094478,52.92056368428517,India-North,2020.0,Combustion,3.7021144627354925,,243.26471045662362
Steel,37977.086148431874,Electricity,233085.59424402143,69.68031865458343,India-South,2018.0,Chemical Reaction,7.121390162546438,0.016241478480716352,427.665208890361
Oil & Gas,,Biomass,216622.30728977235,94.66165068739632,India-Central,2017.0,,,0.020505825183762257,457.7989919160201
Oil & Gas,61562.033299819566,,90249.14353491197,55.58330355886565,India-East,,Combustion,2.310913501372085,0.005016345541028649,81.48440316449638
,34192.46756953481,Coal,192890.02798960096,71.21568982715728,India-Central,2016.0,Combustion,5.227499431159671,0.013736796404059108,401.749197425531
Fertilizer,56417.215927293546,Oil,284833.81599399075,87.91488934042549,India-South,2017.0,Mixed Process,4.10920687973469,0.025041133413522813,443.8562414315876
Steel,24471.466549724966,Natural Gas,199921.2514617257,63.356493007755645,,2021.0,Chemical Reaction,3.263355882889497,0.012666309370336583,517.5950262154983
Fertilizer,41579.93005336691,Biomass,333472.4355925621,81.11840780684109,India-East,2015.0,Chemical Reaction,3.909998701119779,0.027050753022738003,650.5723551727713
Power,45057.66049673021,Natural Gas,142337.7410762273,87.1529190918652,India-West,2016.0,Combustion,6.319094748751436,0.012405149631735297,
Cement,75122.89509371098,Oil,220911.88217375663,76.17631636657738,India-West,2017.0,Combustion,4.503600770135843,0.01682825342560415,224.00964984925017
Cement,45877.96542870968,Biomass,140879.52124615814,76.4842914921604,India-South,2024.0,Mixed Process,6.257665593449364,0.010775070368267161,234.863736165691
Cement,16981.34789823623,Electricity,148665.46672927792,58.530725995149425,India-Central,2021.0,Chemical Reaction,3.012662478301661,0.008701497698072368,512.4150185378483
Steel,20016.66639708125,Coal,149223.37646745934,69.01106364814711,,2018.0,Combustion,5.804552236311995,0.010298063931187255,514.4744747651325
Steel,50510.44379520021,Oil,332580.7984857231,77.43287349691316,India-North,,Combustion,3.3378370102140957,0.025752686896647364,
Chemicals,59206.56283684863,Coal,184871.35457645048,46.47647826976453,India-Central,2022.0,Chemical Reaction,5.972210329403405,0.008592169493674334,145.12191017322138
Cement,55631.83786440879,Coal,157841.69791642533,41.303950353523376,India-East,2015.0,Combustion,5.874220920005909,0.006519485654455866,117.18983058488516
Power,52513.55158701485,Natural Gas,,72.7020827775908,India-Central,,Combustion,3.306193100600357,0.014528603372461498,276.6638883372348
Fertilizer,67433.893962585,Oil,186655.13672852074,,India-South,2015.0,Chemical Reaction,5.006813503146839,0.015059751218814794,
Power,41906.13168894302,Coal,248687.07996085248,76.32165241970353,India-South,,Mixed Process,4.748277163111901,0.018980208878043203,452.9219976429165
Fertilizer,63423.65834040238,Electricity,77643.79810547087,50.682444940447546,India-East,2018.0,Combustion,5.6233379696610575,0.003935177522447752,62.04589305345937
Cement,25519.77672460374,Biomass,142723.153054019,91.5531760128686,India-East,2022.0,Combustion,3.1408653162835996,0.013066757952666187,512.0247756740154
,36425.782505929004,Oil,250790.32963843644,,India-East,2022.0,Chemical Reaction,4.012148164953224,0.019198782492993158,
Cement,,Natural Gas,170682.2836021122,89.56041022461233,India-South,2023.0,Chemical Reaction,4.557612724004646,,667.6911955864391
Steel,45877.32048995312,Oil,154702.92659721393,65.42023027370038,India-Central,2020.0,Mixed Process,6.305631059625935,0.010120701082005102,220.60357871644837
Fertilizer,49306.08174100486,,152017.91586158006,,India-West,2021.0,Mixed Process,4.571642491284145,0.012005631487498315,243.49189924605108
Steel,51711.5223833978,Biomass,243418.68940447667,82.80582003931913,India-West,2021.0,Combustion,3.334853709479809,0.020156484189034016,389.78709695666083
Steel,50928.25029330703,Electricity,240797.90978524263,90.06783262186423,India-North,2019.0,Mixed Process,4.88524224687442,0.021688145834231995,425.85688118726205
Oil & Gas,36086.70003782408,Coal,257457.20572362,88.79964963626172,India-South,2021.0,Mixed Process,3.2818404500184997,0.02286210966458841,633.5328428652555
Power,,Oil,130238.1215353495,,India-East,2023.0,Mixed Process,2.476427212465383,,174.03077199522403
Power,27538.29997091377,Natural Gas,126690.69448757975,73.26330582853282,,2018.0,Combustion,,0.009281779095872774,
Chemicals,70448.43462698376,Biomass,268240.98607685516,67.15184181526031,India-South,2016.0,Mixed Process,4.8333217069504695,,255.68880786036624
Steel,45445.60890652999,,212307.43855158926,77.14442475010443,India-North,,Mixed Process,4.73134419454271,0.0163783352172305,360.39422974652075
Fertilizer,42666.70821434463,Biomass,163643.25969210692,53.43652924856795,India-West,2021.0,Mixed Process,4.564170958860269,0.008744527832868273,204.94967150824974
